ID,sub_distance,POI200,POI400-200,POI800-400,200Sum_BldgAr,Sum_Blgd_400-200,Sum_Blgd_800-400,fra_comm,fra_res,fra_off,fra_reta,pop,housing_un,HH_low,HH_medium,HH_high,employment
3576,228.98,4,13,62,2473939,5401610,24489292,0.229511988,0.689485606,0.054583429,0.033675556,20449,10271,2088,3472,3834,12988
3577,754.2,12,32,42,2868496,2771489,10686912,0.262940349,0.701059179,0.033343629,0.040926577,18539,7678,4159,2456,668,7807
3578,147.59,3,15,60,2091439,6502191,18994833,0.230223953,0.725735174,0.075086604,0.041239014,100130,46002,19867,16170,4781,43139
3579,404.26,3,15,70,1929397,5521469,20351184,0.215597879,0.737453857,0.079063199,0.031168421,100130,46002,19867,16170,4781,43139
3580,188.44,3,17,60,2775835,5934396,14650567,0.213417923,0.750399023,0.079245452,0.030753145,20449,10271,2088,3472,3834,12988
3581,353.89,5,19,57,2765827,5184228,15939788,0.195732848,0.758516412,0.074936072,0.030551017,20449,10271,2088,3472,3834,12988
3582,240.05,6,22,66,2843818,5019068,16541192,0.215382323,0.75325964,0.074207843,0.023504186,100130,46002,19867,16170,4781,43139
3583,114.19,2,20,84,2504112,4370705,16148871,0.202596908,0.7687817,0.073671559,0.020759185,416,181,36,102,32,218
3584,4.74,6,25,62,2515528,6109142,17182047,0.203383716,0.763275468,0.07585932,0.034169476,100130,46002,19867,16170,4781,43139
3585,272.37,5,24,59,2265645,6327772,17323008,0.211759222,0.752149264,0.07360178,0.035378684,41243,15630,7043,5673,1946,16742
3586,977.8,8,26,57,1471844,5049012,7540362,0.318345182,0.637581751,0.036080516,0.033722897,18539,7678,4159,2456,668,7807
3587,332.72,12,21,65,2494246,2851567,13955042,0.232638295,0.74190304,0.092663771,0.030288399,41243,15630,7043,5673,1946,16742
3588,1286.29,3,7,88,1420816,2618336,7360842,0.285471027,0.704862915,0.017924132,0.026841944,75149,36902,11508,15671,6839,42724
3589,1037.95,1,12,82,1927300,3443740,9410869,0.243957935,0.746236159,0.018714971,0.032565956,75149,36902,11508,15671,6839,42724
3590,253.46,8,33,54,3064110,5859533,13365128,0.21833106,0.755694515,0.084329818,0.036870898,41243,15630,7043,5673,1946,16742
3591,655.77,6,8,67,2325831,4856144,12283334,0.18658476,0.7985528,0.019869348,0.039673298,75149,36902,11508,15671,6839,42724
3592,335.29,1,10,62,2779874,5496776,12942487,0.175473018,0.805235152,0.0282093,0.041174012,75149,36902,11508,15671,6839,42724
3593,40.95,1,2,60,1936091,5790553,15195769,0.241954632,0.73977046,0.051147146,0.068096278,75149,36902,11508,15671,6839,42724
3595,325.36,2,6,19,1777882,5343359,16188557,0.245126663,0.734842061,0.052812813,0.074993829,75149,36902,11508,15671,6839,42724
3596,501.43,2,16,87,2768989,4911493,15606547,0.194550151,0.776637844,0.07276918,0.03785601,69397,28089,11327,11509,3180,31399
3597,248.74,2,4,48,1299602,4277314,12693680,0.304085811,0.673497679,0.045579465,0.112361414,75149,36902,11508,15671,6839,42724
3598,270.23,1,9,39,1480134,3879559,13572123,0.218776477,0.752683261,0.036452869,0.101394393,75149,36902,11508,15671,6839,42724
3599,172.95,5,22,66,2816520,3517566,13492184,0.190251873,0.783578454,0.082295006,0.035763157,69397,28089,11327,11509,3180,31399
3601,533.75,1,10,89,3181623,4068591,17866448,0.165446189,0.808407383,0.041049882,0.039217194,69397,28089,11327,11509,3180,31399
3602,359.3,1,5,22,2216226,5289295,16468311,0.197309133,0.781527792,0.043124645,0.068853115,75149,36902,11508,15671,6839,42724
3603,281.1,3,4,29,2517946,6094779,15319426,0.181196834,0.800200617,0.037704091,0.061071986,75149,36902,11508,15671,6839,42724
3604,283.98,1,16,71,1768630,6971226,17852694,0.162847564,0.808210758,0.032001632,0.038499655,69397,28089,11327,11509,3180,31399
3605,381.09,0,16,27,2739637,5170831,14630650,0.165066081,0.818730775,0.023590534,0.043255352,26470,12071,4405,4385,2168,14231
3606,24.38,3,8,44,1957683,3895684,19855059,0.512606762,0.465884454,0.184977641,0.024698206,60575,28710,8290,11830,6189,34252
3607,914.57,1,15,72,1394962,3902336,12140286,0.242921898,0.748037859,0.02003804,0.032403514,75149,36902,11508,15671,6839,42724
3608,235.78,5,18,22,3746602,3663213,7626606,0.38032448,0.604854905,0.066684885,0.024672693,60575,28710,8290,11830,6189,34252
3609,1227.04,4,11,64,828237,3360593,9198892,0.262406629,0.728577498,0.021310422,0.029374228,26470,12071,4405,4385,2168,14231
3610,1233.98,6,25,40,1801698,1901956,9350950,0.261078084,0.727973595,0.022949375,0.030475379,26470,12071,4405,4385,2168,14231
3611,216.18,3,11,39,1859972,9211622,9453156,0.484427776,0.490290795,0.167301331,0.026040951,60575,28710,8290,11830,6189,34252
3612,784.68,3,14,65,1379428,4319313,12204941,0.195969466,0.791535451,0.029599721,0.035818554,26470,12071,4405,4385,2168,14231
3613,407.67,3,15,28,4283064,4909005,3500360,0.403648033,0.584169744,0.063779203,0.026988215,60575,28710,8290,11830,6189,34252
3614,383.5,5,13,33,2298150,4948438,14852520,0.154314645,0.827655261,0.023038486,0.03893863,26470,12071,4405,4385,2168,14231
3615,108.79,3,12,40,4907882,7975599,19270064,0.528765366,0.446123468,0.238431377,0.024974696,60575,28710,8290,11830,6189,34252
3616,611.13,0,2,27,1826149,4748895,11608303,0.192956445,0.772740134,0.042778758,0.065416889,75149,36902,11508,15671,6839,42724
3617,316.49,0,5,33,2216420,4424115,14108399,0.167753968,0.80725911,0.035988933,0.060575787,75149,36902,11508,15671,6839,42724
3618,207.56,4,13,53,7950785,10547882,15563803,0.587766888,0.378551291,0.235811877,0.036615049,60575,28710,8290,11830,6189,34252
3619,537.09,3,15,40,1832270,4098167,13167535,0.165238173,0.815695091,0.023737913,0.03379118,26470,12071,4405,4385,2168,14231
3620,378.69,1,19,59,1337233,3671933,21966352,0.525944451,0.421446958,0.223035754,0.02659745,60575,28710,8290,11830,6189,34252
3621,1174.63,8,21,40,2570657,2034078,5934215,0.216566072,0.766904293,0.021843732,0.023880557,26470,12071,4405,4385,2168,14231
3622,345.76,12,48,145,2540849,7590464,23195647,0.369676892,0.603827892,0.074306117,0.054746368,78193,37771,17035,12408,3760,32246
3623,258.79,19,44,99,4675846,6648809,32801226,0.586946717,0.383680997,0.079221829,0.013959857,54326,21908,8340,5998,5828,23969
3628,57.21,9,36,152,3759470,7396395,26266686,0.248168838,0.729293655,0.05909541,0.056392094,46694,21560,8108,6333,4065,21360
3629,269.68,23,58,139,4516451,7818908,28066350,0.312108901,0.650492854,0.075011332,0.064792259,46694,21560,8108,6333,4065,21360
3630,53.13,6,29,134,4068399,21421113,29775803,0.455625739,0.526607729,0.056045858,0.028239448,46694,21560,8108,6333,4065,21360
3631,397,7,14,79,3205529,6833395,13457407,0.199300435,0.768985422,0.075207104,0.037858592,41243,15630,7043,5673,1946,16742
3637,74.92,4,15,60,3668901,5139311,23448038,0.254760674,0.66280262,0.043044154,0.042847045,36413,17006,4844,5776,4317,19069
3641,98.59,9,18,134,7521124,28792316,80182682,0.583328096,0.328132193,0.4051454,0.083420408,69299,44737,9329,10929,18814,44286
3646,913.96,1,29,62,2456788,1789691,8573028,0.375827401,0.536883673,0.042199595,0.031697007,18539,7678,4159,2456,668,7807
3647,635.96,2,13,35,2743340,5174763,14512697,0.75202962,0.232603117,0.162705075,0.041699315,60575,28710,8290,11830,6189,34252
3648,1034.39,8,19,99,8377473,3470436,9524082,0.584298019,0.401961755,0.065966666,0.02479797,416,181,36,102,32,218
3649,283.52,6,48,151,4633319,8321123,25615606,0.388934569,0.583529271,0.140959819,0.050288815,23845,8810,4768,2804,558,9920
3653,199.9,0,8,60,1808764,5133122,15269478,0.347179264,0.615936779,0.103646674,0.057178434,75149,36902,11508,15671,6839,42724
3654,83.45,4,16,29,2644319,4585971,17221169,0.572286014,0.374733262,0.235930666,0.031041215,18539,7678,4159,2456,668,7807
3656,302.93,19,36,193,4110927,8985215,38874411,0.240483529,0.72966268,0.036325513,0.079914813,43755,24527,6754,8357,7195,27585
3658,302.13,33,26,89,7243208,13321833,38397860,0.410962022,0.553690922,0.218231291,0.080649034,69299,44737,9329,10929,18814,44286
3659,296.7,32,25,90,7292510,11248976,36645076,0.375751999,0.593975577,0.19632013,0.082877277,69299,44737,9329,10929,18814,44286
3660,7.94,11,41,87,6882998,12999908,50597817,0.38483175,0.578121567,0.225624388,0.091958875,69299,44737,9329,10929,18814,44286
3661,408,17,21,56,3412866,3290876,13113233,0.19709552,0.778119869,0.084511486,0.032654984,41243,15630,7043,5673,1946,16742
3662,392.69,1,4,22,1569562,4691008,15357488,0.193667442,0.78171499,0.040550358,0.076047303,75149,36902,11508,15671,6839,42724
3663,105.9,5,14,55,2151825,5868695,25990453,0.226090209,0.686225031,0.048063635,0.063099136,20449,10271,2088,3472,3834,12988
3664,337.73,5,23,74,7937538,9380990,168949821,0.264371071,0.140054685,0.168957041,0.024687764,40059,22289,4538,4813,9410,24173
3668,74.74,1,11,53,1792896,3775188,15026375,0.343013526,0.614629692,0.060561872,0.073305786,31522,17302,4629,6638,3857,19849
3671,202.88,5,17,94,6967079,17224987,65593134,0.135111087,0.857162706,0.025844081,0.036390485,77676,48567,8337,15174,20102,48534
3673,308.24,2,19,61,2017403,5200332,18362054,0.228662559,0.712888054,0.044091411,0.055824268,100130,46002,19867,16170,4781,43139
3674,7.54,14,28,135,5745882,7128376,23679957,0.624987433,0.323242067,0.242019614,0.020708665,35373,17033,4840,4434,5811,18202
3675,162.4,6,33,150,7765849,14702510,42436121,0.223978514,0.764759998,0.029401175,0.034443739,77676,48567,8337,15174,20102,48534
3676,1725.69,1,15,39,1522576,2653014,5789092,0.613833337,0.376919605,0.019207537,0.067869803,39422,19399,4790,5973,6865,21216
3680,113.04,16,59,256,16754208,38901469,136530221,0.784174753,0.076851825,0.66442887,0.083597013,28228,21396,3859,3286,8819,17906
3684,247.19,5,17,123,3689658,14166024,36408053,0.342823213,0.620852988,0.184305061,0.086073323,67185,42753,6641,11275,19302,42799
3686,228.43,7,21,95,3997563,13721170,30607634,0.346706819,0.624625931,0.187615241,0.086750179,67185,42753,6641,11275,19302,42799
3687,764.62,7,25,139,5596640,13626670,53861699,0.389546152,0.475839498,0.259122565,0.028137275,49515,30756,5216,8600,12357,31959
3689,168.59,15,52,76,4064226,12749766,42544040,0.33114201,0.644400711,0.010963537,0.024755521,135718,75158,15993,19298,31650,76267
3690,11.25,13,38,163,20649641,18913272,185098817,0.341502467,0.174051646,0.243677737,0.022308308,40059,22289,4538,4813,9410,24173
3691,809.22,2,2,27,1415370,3855496,12031356,0.230343247,0.735733595,0.039854823,0.059530851,75149,36902,11508,15671,6839,42724
3692,1138.55,14,34,97,7064736,1409694,9504379,0.625762307,0.367874813,0.070843402,0.017765415,416,181,36,102,32,218
3693,494.48,5,8,36,2013100,3990091,12716996,0.359337543,0.609123937,0.046173577,0.105611659,46070,20944,7340,7001,4831,25281
3697,688.38,11,34,122,7365806,12224722,34896567,0.310256052,0.67265335,0.076761828,0.03292787,60205,39628,6552,8373,17244,34085
3699,292.59,10,46,180,6486292,16993175,93453006,0.555041584,0.319716654,0.35582723,0.07154584,42931,29994,7950,8701,8610,28076
3701,179.18,17,52,150,13262564,27676983,64324842,0.70674583,0.248011756,0.544066208,0.039325465,37506,22827,2769,4941,11221,24811
3701,179.18,17,52,150,13262564,27676983,64324842,0.70674583,0.248011756,0.544066208,0.039325465,37506,22827,2769,4941,11221,24811
3704,335.39,0,9,46,1990301,8465325,19812323,0.664608263,0.31648114,0.280436411,0.038173746,60575,28710,8290,11830,6189,34252
3707,174.61,13,42,141,10832821,21119248,72216515,0.519529583,0.425602176,0.348766294,0.063398961,26075,17277,2701,4875,7301,16922
3708,281.31,22,31,174,8153093,18090112,55686842,0.431930437,0.498713604,0.232097719,0.09833523,67185,42753,6641,11275,19302,42799
3709,73.43,11,32,125,6870646,18492094,56519847,0.441290515,0.507094482,0.2795111,0.09404422,69299,44737,9329,10929,18814,44286
3711,224.58,10,48,186,11722198,6173287,31407988,0.188077359,0.782181633,0.040825988,0.053622369,43755,24527,6754,8357,7195,27585
3712,353.3,2,23,121,29186966,23784633,48366170,0.660107191,0.241289701,0.388352432,0.077504538,69299,44737,9329,10929,18814,44286
3714,28.26,4,31,62,2201751,6804818,19587345,0.21970406,0.733828604,0.055157052,0.044533323,32828,8939,5694,2096,509,7970
3714,28.26,4,31,62,2201751,6804818,19587345,0.21970406,0.733828604,0.055157052,0.044533323,32828,8939,5694,2096,509,7970
3715,158.23,1,21,52,3021142,5037562,18048424,0.302898657,0.661344136,0.043279445,0.093123227,46070,20944,7340,7001,4831,25281
3716,325.3,4,11,79,1908364,7690170,19877950,0.471814854,0.456957858,0.201835809,0.026507537,18539,7678,4159,2456,668,7807
3718,471.89,13,37,195,3570270,15683956,23980744,0.157293529,0.839061228,0.022266952,0.044384118,43755,24527,6754,8357,7195,27585
3719,249.39,6,14,70,7112147,5161104,23056961,0.333120616,0.588838839,0.085315084,0.066847603,26982,13108,4424,3753,3383,13331
3720,371.32,12,28,77,2179660,5136711,29268127,0.403271681,0.533584498,0.173232061,0.112299149,35373,17033,4840,4434,5811,18202
3721,64.03,5,6,31,1916690,6213580,13861988,0.179290639,0.800403669,0.032322511,0.062779002,26470,12071,4405,4385,2168,14231
3723,147.98,17,58,150,8574782,12735696,35090414,0.494818664,0.453241112,0.298049701,0.062366053,35373,17033,4840,4434,5811,18202
3724,130.25,7,38,189,9213236,24100977,79439890,0.608449725,0.295145969,0.455711754,0.061446873,28228,21396,3859,3286,8819,17906
3725,13.84,7,25,138,8986565,20126725,60908601,0.248320134,0.739298456,0.07987836,0.032905419,81378,52158,7348,15069,21098,48563
3726,541.11,7,5,32,2775556,3129329,6222463,0.325127142,0.660124621,0.045309164,0.0277947,60575,28710,8290,11830,6189,34252
3727,405.58,5,13,55,1802749,3398434,15371860,0.201432963,0.760040894,0.023395713,0.069258009,33155,15814,6144,5763,2981,18002
3728,107.25,18,29,146,5019178,11928169,29587054,0.532501278,0.40845739,0.326911933,0.049627844,23498,12735,1940,3454,5952,14060
3731,60.08,20,79,210,22691460,43437084,111629960,0.788368747,0.087234414,0.655805699,0.07907463,28228,21396,3859,3286,8819,17906
3733,817.07,7,25,125,8942926,4515584,16275104,0.257252448,0.74240955,0.097350292,0.021841946,21864,10891,2147,3343,4991,12334
3734,448.6,7,29,154,8868929,20482143,57822201,0.417013148,0.543808915,0.279407095,0.060302038,48393,36964,4493,8741,15860,32369
3737,250.68,6,42,196,3845243,9519355,34695241,0.245620964,0.72364123,0.034386216,0.082916237,46550,20077,9273,6074,2760,21458
3739,138.79,9,26,143,3653185,11784129,52626954,0.358897932,0.59725376,0.187439127,0.090264704,67185,42753,6641,11275,19302,42799
3740,328.8,3,28,167,5443161,15449747,58358683,0.482615813,0.371628022,0.2803881,0.094208229,40059,22289,4538,4813,9410,24173
3744,363.56,19,41,186,3996285,8514909,50083980,0.268132348,0.690901954,0.077159846,0.080775572,43755,24527,6754,8357,7195,27585
3745,23.33,0,15,56,1829251,5357192,12948107,0.442296848,0.507217792,0.133693229,0.057101649,75149,36902,11508,15671,6839,42724
3746,134.87,8,17,94,10357591,13340349,91425036,0.340320259,0.240654759,0.213353927,0.057922339,40059,22289,4538,4813,9410,24173
3747,175.88,5,21,88,7002540,19021157,59777473,0.141799313,0.848328968,0.025468942,0.038340118,58834,37543,3594,6655,18502,29998
3749,291.78,16,46,218,7937114,35000977,88140636,0.577469134,0.298156115,0.465542612,0.050955316,49515,30756,5216,8600,12357,31959
3755,240.11,8,22,86,2895323,5428534,18713879,0.246812492,0.70632715,0.069027044,0.034252979,70095,28254,11997,9236,2992,27423
3756,214.51,3,15,62,1491208,4755566,18872464,0.444098105,0.543293829,0.065578303,0.06239202,71247,27577,11957,9593,2614,29645
3757,460.88,6,1,49,1132988,2834580,12079383,0.637999019,0.348055715,0.024046873,0.031393191,71247,27577,11957,9593,2614,29645
3758,374.19,4,8,35,1700624,5298702,15096714,0.414622213,0.574722303,0.026658125,0.054031854,71247,27577,11957,9593,2614,29645
3759,224.26,1,6,28,1712244,3907388,13903803,0.492766104,0.499475067,0.034878135,0.061279073,61817,20718,9074,8057,1754,27351
3760,60.36,2,8,22,1560076,4620287,13669279,0.388369826,0.603889985,0.02828842,0.061432292,61817,20718,9074,8057,1754,27351
3761,23.1,4,17,60,1504501,5047070,16788554,0.229864279,0.750414447,0.021572935,0.067407137,71247,27577,11957,9593,2614,29645
3762,308.59,4,19,46,1431634,3729121,16395253,0.313651025,0.626192985,0.047918149,0.04710014,72864,33650,4707,11303,15058,45322
3763,6.55,1,4,20,1637609,3920388,12624002,0.51486902,0.481142475,0.030891433,0.05227841,61817,20718,9074,8057,1754,27351
3764,230.96,15,24,72,3449550,3706745,18135201,0.397478979,0.572284771,0.067619092,0.059121374,71247,27577,11957,9593,2614,29645
3765,200.64,11,21,69,2002879,4183001,17457231,0.337039487,0.629047802,0.013123442,0.044932539,71247,27577,11957,9593,2614,29645
3766,380.77,4,24,48,1842547,3591285,10594037,0.424154889,0.56038585,0.01922832,0.039078557,33155,15814,6144,5763,2981,18002
3767,199.15,8,14,59,2017567,4574169,11174539,0.423401585,0.561048053,0.019389996,0.040746864,33155,15814,6144,5763,2981,18002
3768,338.01,1,22,70,1562786,3836389,14755708,0.448797644,0.5136975,0.019087732,0.043406404,71247,27577,11957,9593,2614,29645
3769,243.96,2,13,83,1434849,4238764,16174283,0.46757848,0.497998709,0.022666668,0.048906632,71247,27577,11957,9593,2614,29645
3770,325.91,4,8,61,1758916,5629892,15926364,0.424224535,0.560721062,0.067216317,0.065550364,71247,27577,11957,9593,2614,29645
3771,28.9,1,6,67,1250685,3511097,15283418,0.516716271,0.47013295,0.029405643,0.048755762,71247,27577,11957,9593,2614,29645
3772,561.39,0,11,57,1244676,3439813,8775870,0.583408065,0.405401594,0.029212148,0.032946001,33155,15814,6144,5763,2981,18002
3773,214.65,1,4,35,1529891,3852474,14961073,0.501835875,0.490250173,0.03465196,0.05140026,61817,20718,9074,8057,1754,27351
3774,383.52,0,8,33,1474492,4628693,15685259,0.460319929,0.5319339,0.033115398,0.054127454,61817,20718,9074,8057,1754,27351
3775,429.51,4,10,51,1676338,5125665,15759334,0.336921877,0.653020563,0.026939184,0.061116635,61817,20718,9074,8057,1754,27351
3776,278.53,6,9,45,2144372,5166433,16632717,0.290733878,0.693222576,0.022075533,0.059129146,71247,27577,11957,9593,2614,29645
3777,356.15,3,25,59,1814056,4394923,16836257,0.243210441,0.743707333,0.019835683,0.058869521,61817,20718,9074,8057,1754,27351
3778,221.09,1,9,59,1939318,4844315,15196386,0.29381062,0.697824783,0.018578237,0.066623464,61817,20718,9074,8057,1754,27351
3779,71.64,1,10,28,1978863,3816389,14646577,0.333196261,0.658371812,0.021238364,0.066705724,61817,20718,9074,8057,1754,27351
3780,0.64,5,3,40,1978665,4733217,14659186,0.269930263,0.720999812,0.020963482,0.078226367,61817,20718,9074,8057,1754,27351
3781,26.74,9,36,75,1578738,4796393,15663595,0.227970982,0.749585616,0.016181425,0.061819363,61817,20718,9074,8057,1754,27351
3782,399.84,10,26,87,3217224,6677100,18976150,0.455448567,0.491598891,0.230302038,0.03645891,23498,12735,1940,3454,5952,14060
3785,10.47,23,63,222,18000478,40433445,116466600,0.821062834,0.062740601,0.667384065,0.096524709,28228,21396,3859,3286,8819,17906
3787,1234.67,9,21,97,7309736,1375416,10486539,0.592302682,0.398373831,0.065343897,0.019930532,416,181,36,102,32,218
3788,150.22,16,45,213,7796031,15144106,62272604,0.37781593,0.553905712,0.181396512,0.081027625,43755,24527,6754,8357,7195,27585
3789,368.2,10,13,56,1844483,4333003,21399769,0.229565778,0.684645771,0.052060947,0.041310167,36413,17006,4844,5776,4317,19069
3790,91.06,6,41,130,2294281,12999967,19028605,0.492177559,0.445666886,0.286433036,0.030552326,23498,12735,1940,3454,5952,14060
3793,326.71,17,47,147,8942176,8302999,31865093,0.248519576,0.72066027,0.095707684,0.04201995,21864,10891,2147,3343,4991,12334
3795,460.51,2,5,39,1436591,2647462,13943610,0.450027882,0.513172728,0.057536021,0.076869753,72864,33650,4707,11303,15058,45322
3798,148.33,14,54,225,13361124,40027845,130152783,0.777886985,0.0955301,0.652621949,0.084680329,28228,21396,3859,3286,8819,17906
3799,11.18,12,40,157,16797095,33123614,104735993,0.751111827,0.156678183,0.585101886,0.083264507,28228,21396,3859,3286,8819,17906
3803,463.89,7,11,82,2761698,6152782,14724691,0.192563521,0.775449951,0.073458583,0.035656623,41243,15630,7043,5673,1946,16742
3804,109.71,10,39,95,5659397,6358570,18196489,0.619734044,0.335112471,0.17267218,0.023662349,35373,17033,4840,4434,5811,18202
3805,240.21,6,31,86,6484248,18065722,46795410,0.144189967,0.845492925,0.031789192,0.04079726,58834,37543,3594,6655,18502,29998
3810,62.91,7,36,137,4126981,4614848,28405411,0.14055028,0.837601178,0.009632775,0.030765354,1483,10,0,0,0,114
3811,1493.46,13,26,23,2130359,1344171,4569270,0.299434471,0.686820284,0.014943683,0.030499142,26470,12071,4405,4385,2168,14231
3814,222.32,14,44,197,18541649,37759308,93076326,0.669253376,0.22916119,0.547995949,0.074875053,28228,21396,3859,3286,8819,17906
3815,271.41,16,100,205,6718957,34745172,76237886,0.596203158,0.319407922,0.500219074,0.057810412,48393,36964,4493,8741,15860,32369
3816,758.54,1,9,48,1049521,2148134,8273396,0.684817372,0.306776859,0.030587171,0.022975924,33155,15814,6144,5763,2981,18002
3817,486.67,11,14,39,1809847,3022006,12057872,0.31746479,0.658482243,0.021804914,0.039621545,33155,15814,6144,5763,2981,18002
3818,534.14,1,11,42,1141744,3135875,12029661,0.394263912,0.576150345,0.061537362,0.058599104,31522,17302,4629,6638,3857,19849
3819,289.27,0,12,45,1340310,3355563,11329799,0.460325595,0.516548261,0.063809181,0.044281014,31522,17302,4629,6638,3857,19849
3820,446.55,0,8,72,1814125,5810149,17462663,0.230844882,0.739566492,0.029100444,0.056330791,71247,27577,11957,9593,2614,29645
3821,471.69,4,7,70,2310339,6201812,15897163,0.359096286,0.622638883,0.06497532,0.062393478,71247,27577,11957,9593,2614,29645
3822,386.78,4,15,90,3503607,4935970,17389731,0.317726785,0.663823785,0.068537183,0.061207486,71247,27577,11957,9593,2614,29645
3823,247.68,9,28,81,3326325,5512969,17491471,0.351412995,0.613636178,0.089340549,0.058814926,71247,27577,11957,9593,2614,29645
3824,35.3,3,10,48,805204,1964891,10494758,0.38145255,0.575823946,0.082821875,0.035477363,31831,13695,5913,4414,1359,12339
3825,257.7,10,13,36,1443372,3414580,9291899,0.243927657,0.690564515,0.035805324,0.036438829,71247,27577,11957,9593,2614,29645
3826,230.66,6,12,43,1630197,3792022,9917073,0.185276217,0.735504807,0.013215212,0.036653321,71247,27577,11957,9593,2614,29645
3827,25.83,6,6,58,1653987,4450967,14831795,0.147663279,0.766136471,0.019935234,0.031367,31831,13695,5913,4414,1359,12339
3828,256.8,3,20,45,1688368,4158682,12938147,0.146189151,0.766815594,0.009949696,0.03076417,71247,27577,11957,9593,2614,29645
3829,329.5,3,19,25,1647849,3135324,10360830,0.194078012,0.727762336,0.005045958,0.034429074,71247,27577,11957,9593,2614,29645
3830,433.5,12,6,66,1455245,4235069,13328699,0.169886734,0.75575068,0.0055485,0.032650485,71247,27577,11957,9593,2614,29645
3831,126.46,3,12,69,1507586,4528192,14953909,0.152882556,0.759805565,0.018613284,0.034339435,71247,27577,11957,9593,2614,29645
3832,603.57,2,15,79,1584846,4114590,13854472,0.187809874,0.739522248,0.003815145,0.028642407,71247,27577,11957,9593,2614,29645
3833,541.26,8,32,93,1505064,4113286,14769029,0.189725614,0.747791612,0.009281772,0.036781334,71247,27577,11957,9593,2614,29645
3834,189.88,1,4,40,1673013,4263544,11519355,0.284490893,0.657058709,0.014513994,0.071223434,61817,20718,9074,8057,1754,27351
3835,496.04,5,6,72,1701673,4377610,13127953,0.254372571,0.680733917,0.010407172,0.058648001,61817,20718,9074,8057,1754,27351
3836,207.45,7,21,92,1702860,4788465,14301878,0.199150655,0.736662408,0.012640284,0.045169616,71247,27577,11957,9593,2614,29645
3837,44.58,6,8,82,1596237,4918167,17471193,0.206888242,0.744693784,0.038252957,0.048981187,71247,27577,11957,9593,2614,29645
3838,277.28,2,14,99,1724376,4647219,16756440,0.223889967,0.734895377,0.026127079,0.05060097,71247,27577,11957,9593,2614,29645
3839,413.86,7,20,71,1600414,4207689,14959442,0.239517767,0.707108953,0.011804428,0.064291229,61817,20718,9074,8057,1754,27351
3840,210.47,0,12,44,1820274,3841446,15954068,0.239217696,0.721138966,0.015913692,0.075407938,61817,20718,9074,8057,1754,27351
3841,342.01,17,56,47,1952676,3702958,16248771,0.217521362,0.746781526,0.016949833,0.055899167,71247,27577,11957,9593,2614,29645
3842,209,5,8,81,1745635,4774342,18225167,0.225706102,0.73812074,0.035574697,0.052137341,71247,27577,11957,9593,2614,29645
3843,351.08,1,29,71,1877864,4644034,15631580,0.192818301,0.774084819,0.014485491,0.071800103,61817,20718,9074,8057,1754,27351
3844,211.02,1,19,73,1788512,4298566,16087430,0.222833309,0.745932176,0.015769865,0.080817171,61817,20718,9074,8057,1754,27351
3845,217.55,1,12,78,2031457,5041598,14665448,0.244081021,0.743540482,0.016391975,0.078435622,61817,20718,9074,8057,1754,27351
3846,358.47,15,22,78,1426997,4834035,16076253,0.212683144,0.765606026,0.014274116,0.054495432,71247,27577,11957,9593,2614,29645
3847,193.56,3,10,70,1558970,5244296,16472204,0.237778786,0.733829392,0.027082031,0.066189383,71247,27577,11957,9593,2614,29645
3848,354.27,0,14,71,1685446,5078377,18085862,0.221078295,0.738047987,0.051436346,0.048678565,71247,27577,11957,9593,2614,29645
3849,189.87,1,8,15,1457490,4039763,13033802,0.356334758,0.634274034,0.026356244,0.059845918,61817,20718,9074,8057,1754,27351
3850,279.37,0,3,19,1560596,2991013,10528037,0.576537606,0.41631163,0.035642415,0.043202937,61817,20718,9074,8057,1754,27351
3851,797.9,4,9,16,893322,1671010,7756927,0.960167844,0.038121609,0.062344623,0.015905715,33155,15814,6144,5763,2981,18002
3852,256.77,1,4,23,1310827,3601589,10528101,0.637119599,0.356688769,0.036069971,0.047387144,61817,20718,9074,8057,1754,27351
3853,323.19,0,3,33,1581595,3653402,12610674,0.620954012,0.373063585,0.039003745,0.05330161,61817,20718,9074,8057,1754,27351
3854,620.47,4,17,33,1309410,2288937,9021789,0.479188418,0.507418304,0.020484565,0.037496981,33155,15814,6144,5763,2981,18002
3855,635.65,15,6,32,1494722,2770602,10951175,0.336122981,0.639023733,0.022515035,0.037108996,33155,15814,6144,5763,2981,18002
3856,906.06,1,3,15,1672549,3673034,9606304,0.430483724,0.536909087,0.052514375,0.030823935,31522,17302,4629,6638,3857,19849
3857,555.39,3,13,50,1426026,3597117,13674695,0.254242015,0.714588179,0.030609742,0.049342657,31522,17302,4629,6638,3857,19849
3858,268.3,4,14,34,1827598,3364190,12557649,0.405062538,0.565293817,0.060102695,0.055097353,31522,17302,4629,6638,3857,19849
3859,213.32,13,9,25,1832287,5159402,10825395,0.391274801,0.570794301,0.065480861,0.082867376,31522,17302,4629,6638,3857,19849
3860,381.07,7,8,37,1953002,4750484,15827781,0.366948516,0.621691803,0.028808322,0.062407054,71247,27577,11957,9593,2614,29645
3861,320.74,3,6,65,1730206,4723835,15780528,0.214323561,0.764697935,0.016132986,0.077804521,61817,20718,9074,8057,1754,27351
3862,338.48,12,39,59,1496012,4424179,15788072,0.197407089,0.758128138,0.014080215,0.063181011,61817,20718,9074,8057,1754,27351
